/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=10000 -p target=120000 -threads 32
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=10000 -p target=120000 -threads 32
threadcount: 32
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-17 12:39:07:724 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-17 12:39:17:699 10 sec: 149179 operations; 14916.41 current ops/sec; est completion in 1 hour 51 minutes [INSERT: Count=149205, Max=428799, Min=655, Avg=2050.3, 90=2681, 99=3643, 99.9=15007, 99.99=428799] 
2025-08-17 12:41:37:699 150 sec: 2613757 operations; 17630.1 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=176301, Max=8543, Min=604, Avg=1809.91, 90=2497, 99=3267, 99.9=4687, 99.99=7319] 
2025-08-17 12:41:47:699 160 sec: 2794550 operations; 18079.3 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=180794, Max=8967, Min=560, Avg=1764.29, 90=2451, 99=3237, 99.9=4575, 99.99=7579] 
2025-08-17 12:41:57:699 170 sec: 2974973 operations; 18042.3 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=180422, Max=9847, Min=554, Avg=1767.28, 90=2455, 99=3235, 99.9=4259, 99.99=7843] 
2025-08-17 12:42:07:699 180 sec: 3157864 operations; 18289.1 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=182892, Max=8783, Min=572, Avg=1744.44, 90=2433, 99=3205, 99.9=4291, 99.99=7227] 
2025-08-17 12:42:17:699 190 sec: 3338911 operations; 18104.7 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=181044, Max=9535, Min=618, Avg=1762.19, 90=2451, 99=3223, 99.9=4607, 99.99=8103] 
2025-08-17 12:42:27:699 200 sec: 3521592 operations; 18268.1 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=182684, Max=9239, Min=517, Avg=1746.46, 90=2431, 99=3201, 99.9=4251, 99.99=7715] 
2025-08-17 12:42:37:699 210 sec: 3704583 operations; 18299.1 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=182992, Max=8471, Min=530, Avg=1743.4, 90=2425, 99=3191, 99.9=4355, 99.99=6743] 
2025-08-17 12:42:47:699 220 sec: 3887330 operations; 18274.7 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=182744, Max=29807, Min=559, Avg=1745.78, 90=2431, 99=3229, 99.9=4487, 99.99=26799] 
2025-08-17 12:42:57:699 230 sec: 4068722 operations; 18139.2 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=181396, Max=11183, Min=554, Avg=1758.78, 90=2447, 99=3213, 99.9=4387, 99.99=7511] 
2025-08-17 12:43:07:699 240 sec: 4250772 operations; 18205 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=182048, Max=9871, Min=546, Avg=1751.19, 90=2441, 99=3245, 99.9=4799, 99.99=8263] 
2025-08-17 12:43:17:699 250 sec: 4431489 operations; 18071.7 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=180718, Max=9287, Min=604, Avg=1765.13, 90=2455, 99=3223, 99.9=4527, 99.99=7675] 
2025-08-17 12:43:27:699 260 sec: 4611013 operations; 17952.4 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=179522, Max=8647, Min=605, Avg=1777.28, 90=2461, 99=3227, 99.9=4311, 99.99=6999] 
2025-08-17 12:43:37:699 270 sec: 4792195 operations; 18118.2 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=181181, Max=7891, Min=595, Avg=1760.94, 90=2449, 99=3223, 99.9=4355, 99.99=6539] 
2025-08-17 12:43:47:699 280 sec: 4973366 operations; 18117.1 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=181172, Max=8091, Min=577, Avg=1761.06, 90=2445, 99=3233, 99.9=4463, 99.99=7027] 
2025-08-17 12:43:57:699 290 sec: 5155393 operations; 18202.7 current ops/sec; est completion in 1 hour 28 minutes [INSERT: Count=182029, Max=8575, Min=571, Avg=1752.71, 90=2439, 99=3195, 99.9=4227, 99.99=7243] 
2025-08-17 12:44:07:699 300 sec: 5338011 operations; 18261.8 current ops/sec; est completion in 1 hour 28 minutes [INSERT: Count=182618, Max=8943, Min=551, Avg=1746.97, 90=2431, 99=3213, 99.9=4399, 99.99=7103] 
2025-08-17 12:44:17:699 310 sec: 5513681 operations; 17567 current ops/sec; est completion in 1 hour 28 minutes [INSERT: Count=175673, Max=9671, Min=580, Avg=1816.35, 90=2505, 99=3255, 99.9=4487, 99.99=7955] 
2025-08-17 12:44:27:699 320 sec: 5688800 operations; 17511.9 current ops/sec; est completion in 1 hour 28 minutes [INSERT: Count=175114, Max=8879, Min=584, Avg=1822.12, 90=2513, 99=3239, 99.9=4167, 99.99=7399] 
2025-08-17 12:44:37:699 330 sec: 5871107 operations; 18230.7 current ops/sec; est completion in 1 hour 28 minutes [INSERT: Count=182308, Max=9287, Min=571, Avg=1750.02, 90=2439, 99=3229, 99.9=4339, 99.99=7123] 
2025-08-17 12:44:47:699 340 sec: 6054100 operations; 18299.3 current ops/sec; est completion in 1 hour 27 minutes [INSERT: Count=182996, Max=8615, Min=563, Avg=1743.5, 90=2425, 99=3193, 99.9=4311, 99.99=7227] 
2025-08-17 12:44:57:699 350 sec: 6232054 operations; 17795.4 current ops/sec; est completion in 1 hour 27 minutes [INSERT: Count=177950, Max=13103, Min=571, Avg=1792.99, 90=2483, 99=3249, 99.9=4511, 99.99=7823] 
2025-08-17 12:45:07:699 360 sec: 6413413 operations; 18135.9 current ops/sec; est completion in 1 hour 27 minutes [INSERT: Count=181360, Max=8559, Min=600, Avg=1759.26, 90=2449, 99=3233, 99.9=4455, 99.99=6915] 
2025-08-17 12:45:17:699 370 sec: 6591660 operations; 17824.7 current ops/sec; est completion in 1 hour 27 minutes [INSERT: Count=178248, Max=9495, Min=572, Avg=1790.01, 90=2479, 99=3221, 99.9=4323, 99.99=7171] 
2025-08-17 12:45:27:699 380 sec: 6772781 operations; 18112.1 current ops/sec; est completion in 1 hour 27 minutes [INSERT: Count=181117, Max=9079, Min=593, Avg=1761.53, 90=2445, 99=3219, 99.9=4527, 99.99=7551] 
2025-08-17 12:45:37:699 390 sec: 6954082 operations; 18130.1 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=181302, Max=10087, Min=579, Avg=1759.69, 90=2449, 99=3217, 99.9=4643, 99.99=7643] 
2025-08-17 12:45:47:699 400 sec: 7134805 operations; 18072.3 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=180723, Max=8639, Min=569, Avg=1765.5, 90=2453, 99=3217, 99.9=4287, 99.99=7415] 
2025-08-17 12:45:57:699 410 sec: 7314540 operations; 17973.5 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=179735, Max=25263, Min=535, Avg=1775.1, 90=2459, 99=3241, 99.9=4635, 99.99=20415] 
2025-08-17 12:46:07:699 420 sec: 7496426 operations; 18188.6 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=181890, Max=9287, Min=547, Avg=1754.15, 90=2441, 99=3207, 99.9=4315, 99.99=7431] 
2025-08-17 12:46:17:699 430 sec: 7673202 operations; 17677.6 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=176774, Max=8383, Min=570, Avg=1805.07, 90=2499, 99=3265, 99.9=4407, 99.99=7335] 
2025-08-17 12:46:27:699 440 sec: 7855604 operations; 18240.2 current ops/sec; est completion in 1 hour 26 minutes [INSERT: Count=182400, Max=9575, Min=556, Avg=1749.02, 90=2435, 99=3233, 99.9=4763, 99.99=7747] 
2025-08-17 12:46:37:699 450 sec: 8036948 operations; 18134.4 current ops/sec; est completion in 1 hour 25 minutes [INSERT: Count=181343, Max=7939, Min=573, Avg=1759.41, 90=2441, 99=3233, 99.9=4603, 99.99=6871] 
2025-08-17 12:46:47:699 460 sec: 8218809 operations; 18186.1 current ops/sec; est completion in 1 hour 25 minutes [INSERT: Count=181862, Max=8535, Min=577, Avg=1754.34, 90=2441, 99=3229, 99.9=4271, 99.99=7351] 
2025-08-17 12:46:57:699 470 sec: 8401613 operations; 18280.4 current ops/sec; est completion in 1 hour 25 minutes [INSERT: Count=182805, Max=8503, Min=538, Avg=1745.33, 90=2433, 99=3191, 99.9=4319, 99.99=7211] 
2025-08-17 12:47:07:699 480 sec: 8584172 operations; 18255.9 current ops/sec; est completion in 1 hour 25 minutes [INSERT: Count=182558, Max=10015, Min=579, Avg=1747.59, 90=2433, 99=3203, 99.9=4435, 99.99=8071] 
2025-08-17 12:47:17:699 490 sec: 8764967 operations; 18079.5 current ops/sec; est completion in 1 hour 25 minutes [INSERT: Count=180796, Max=8695, Min=589, Avg=1764.72, 90=2449, 99=3231, 99.9=4359, 99.99=7507] 
2025-08-17 12:47:27:699 500 sec: 8947291 operations; 18232.4 current ops/sec; est completion in 1 hour 24 minutes [INSERT: Count=182330, Max=9623, Min=589, Avg=1749.39, 90=2437, 99=3205, 99.9=4235, 99.99=8383] 
2025-08-17 12:47:37:699 510 sec: 9128033 operations; 18074.2 current ops/sec; est completion in 1 hour 24 minutes [INSERT: Count=180735, Max=8703, Min=573, Avg=1764.41, 90=2453, 99=3235, 99.9=4367, 99.99=7119] 
2025-08-17 12:47:47:699 520 sec: 9311130 operations; 18309.7 current ops/sec; est completion in 1 hour 24 minutes [INSERT: Count=183101, Max=9287, Min=580, Avg=1742.44, 90=2431, 99=3213, 99.9=4443, 99.99=7391] 
2025-08-17 12:47:57:699 530 sec: 9493911 operations; 18278.1 current ops/sec; est completion in 1 hour 24 minutes [INSERT: Count=182776, Max=7867, Min=558, Avg=1745.47, 90=2431, 99=3205, 99.9=4367, 99.99=6951] 
2025-08-17 12:48:07:699 540 sec: 9665185 operations; 17127.4 current ops/sec; est completion in 1 hour 24 minutes [INSERT: Count=171274, Max=9191, Min=605, Avg=1863.14, 90=2551, 99=3285, 99.9=4335, 99.99=7591] 
2025-08-17 12:48:17:699 550 sec: 9847258 operations; 18207.3 current ops/sec; est completion in 1 hour 23 minutes [INSERT: Count=182079, Max=8415, Min=590, Avg=1752.31, 90=2441, 99=3205, 99.9=4379, 99.99=7319] 
2025-08-17 12:48:27:699 560 sec: 10029825 operations; 18256.7 current ops/sec; est completion in 1 hour 23 minutes [INSERT: Count=182563, Max=8735, Min=572, Avg=1747.59, 90=2431, 99=3211, 99.9=4339, 99.99=7779] 
2025-08-17 12:48:37:699 570 sec: 10212569 operations; 18274.4 current ops/sec; est completion in 1 hour 23 minutes [INSERT: Count=182743, Max=8775, Min=582, Avg=1745.77, 90=2429, 99=3201, 99.9=4355, 99.99=7395] 
2025-08-17 12:48:47:699 580 sec: 10392501 operations; 17993.2 current ops/sec; est completion in 1 hour 23 minutes [INSERT: Count=179932, Max=8503, Min=601, Avg=1773.32, 90=2459, 99=3237, 99.9=4311, 99.99=7147] 
2025-08-17 12:48:57:699 590 sec: 10574899 operations; 18239.8 current ops/sec; est completion in 1 hour 23 minutes [INSERT: Count=182398, Max=10255, Min=544, Avg=1749.18, 90=2435, 99=3219, 99.9=4331, 99.99=7123] 
2025-08-17 12:49:07:699 600 sec: 10756741 operations; 18184.2 current ops/sec; est completion in 1 hour 22 minutes [INSERT: Count=181843, Max=8943, Min=572, Avg=1754.58, 90=2445, 99=3211, 99.9=4455, 99.99=7323] 
2025-08-17 12:49:17:699 610 sec: 10939176 operations; 18243.5 current ops/sec; est completion in 1 hour 22 minutes [INSERT: Count=182437, Max=14303, Min=477, Avg=1748.8, 90=2445, 99=3233, 99.9=4451, 99.99=7111] 
2025-08-17 12:49:27:699 620 sec: 11121438 operations; 18226.2 current ops/sec; est completion in 1 hour 22 minutes [INSERT: Count=182261, Max=8391, Min=541, Avg=1750.56, 90=2433, 99=3215, 99.9=4375, 99.99=6963] 
2025-08-17 12:49:37:699 630 sec: 11300530 operations; 17909.2 current ops/sec; est completion in 1 hour 22 minutes [INSERT: Count=179090, Max=9615, Min=560, Avg=1780.42, 90=2473, 99=3237, 99.9=4339, 99.99=7939] 
2025-08-17 12:49:47:699 640 sec: 11482885 operations; 18235.5 current ops/sec; est completion in 1 hour 22 minutes [INSERT: Count=182355, Max=8775, Min=586, Avg=1749.17, 90=2435, 99=3193, 99.9=4307, 99.99=7139] 
2025-08-17 12:49:57:699 650 sec: 11665364 operations; 18247.9 current ops/sec; est completion in 1 hour 22 minutes [INSERT: Count=182479, Max=9943, Min=571, Avg=1748.35, 90=2445, 99=3233, 99.9=4631, 99.99=7527] 
2025-08-17 12:50:07:699 660 sec: 11847195 operations; 18183.1 current ops/sec; est completion in 1 hour 21 minutes [INSERT: Count=181832, Max=15863, Min=562, Avg=1754.01, 90=2443, 99=3215, 99.9=4371, 99.99=12215] 
2025-08-17 12:50:17:699 670 sec: 12029936 operations; 18274.1 current ops/sec; est completion in 1 hour 21 minutes [INSERT: Count=182740, Max=8007, Min=522, Avg=1745.82, 90=2431, 99=3191, 99.9=4199, 99.99=7063] 
2025-08-17 12:50:27:699 680 sec: 12211096 operations; 18116 current ops/sec; est completion in 1 hour 21 minutes [INSERT: Count=181159, Max=9767, Min=571, Avg=1761.16, 90=2451, 99=3207, 99.9=4211, 99.99=6735] 
2025-08-17 12:50:37:699 690 sec: 12387411 operations; 17631.5 current ops/sec; est completion in 1 hour 21 minutes [INSERT: Count=176316, Max=9607, Min=585, Avg=1809.75, 90=2503, 99=3259, 99.9=4211, 99.99=7323] 
2025-08-17 12:50:47:699 700 sec: 12567642 operations; 18023.1 current ops/sec; est completion in 1 hour 21 minutes [INSERT: Count=180233, Max=12175, Min=586, Avg=1770.24, 90=2457, 99=3225, 99.9=4287, 99.99=6995] 
2025-08-17 12:50:57:699 710 sec: 12748377 operations; 18073.5 current ops/sec; est completion in 1 hour 21 minutes [INSERT: Count=180733, Max=8975, Min=526, Avg=1765.31, 90=2451, 99=3223, 99.9=4211, 99.99=7175] 
2025-08-17 12:51:07:699 720 sec: 12929805 operations; 18142.8 current ops/sec; est completion in 1 hour 20 minutes [INSERT: Count=181429, Max=8079, Min=580, Avg=1758.62, 90=2439, 99=3219, 99.9=4675, 99.99=7311] 
2025-08-17 12:51:17:699 730 sec: 13110920 operations; 18111.5 current ops/sec; est completion in 1 hour 20 minutes [INSERT: Count=181115, Max=9079, Min=582, Avg=1761.64, 90=2451, 99=3253, 99.9=4563, 99.99=7651] 
2025-08-17 12:51:27:699 740 sec: 13292653 operations; 18173.3 current ops/sec; est completion in 1 hour 20 minutes [INSERT: Count=181732, Max=9111, Min=519, Avg=1755.62, 90=2441, 99=3205, 99.9=4243, 99.99=7099] 
2025-08-17 12:51:37:699 750 sec: 13471004 operations; 17835.1 current ops/sec; est completion in 1 hour 20 minutes [INSERT: Count=178353, Max=8767, Min=560, Avg=1789.01, 90=2485, 99=3241, 99.9=4299, 99.99=6931] 
2025-08-17 12:51:47:699 760 sec: 13653517 operations; 18251.3 current ops/sec; est completion in 1 hour 20 minutes [INSERT: Count=182514, Max=8751, Min=587, Avg=1748.15, 90=2435, 99=3219, 99.9=4311, 99.99=7331] 
2025-08-17 12:51:57:699 770 sec: 13835937 operations; 18242 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=182417, Max=9271, Min=529, Avg=1749.04, 90=2435, 99=3211, 99.9=4243, 99.99=7195] 
2025-08-17 12:52:07:699 780 sec: 14016928 operations; 18099.1 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=180998, Max=10079, Min=588, Avg=1762.83, 90=2453, 99=3251, 99.9=4695, 99.99=8095] 
2025-08-17 12:52:17:699 790 sec: 14195178 operations; 17825 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=178244, Max=10543, Min=586, Avg=1790.04, 90=2485, 99=3241, 99.9=4403, 99.99=7907] 
2025-08-17 12:52:27:699 800 sec: 14374237 operations; 17905.9 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=179058, Max=9823, Min=559, Avg=1781.94, 90=2475, 99=3243, 99.9=4519, 99.99=7923] 
2025-08-17 12:52:37:699 810 sec: 14555711 operations; 18147.4 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=181476, Max=8223, Min=578, Avg=1758.16, 90=2437, 99=3231, 99.9=4411, 99.99=7183] 
2025-08-17 12:52:47:699 820 sec: 14737673 operations; 18196.2 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=181960, Max=8591, Min=582, Avg=1753.4, 90=2435, 99=3219, 99.9=4355, 99.99=7255] 
2025-08-17 12:52:57:699 830 sec: 14917967 operations; 18029.4 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=180293, Max=9343, Min=535, Avg=1769.76, 90=2457, 99=3237, 99.9=4431, 99.99=7535] 
2025-08-17 12:53:07:699 840 sec: 15096273 operations; 17830.6 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=178309, Max=10327, Min=623, Avg=1789.48, 90=2485, 99=3247, 99.9=4271, 99.99=7735] 
2025-08-17 12:53:17:699 850 sec: 15272022 operations; 17574.9 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=175747, Max=8279, Min=552, Avg=1815.62, 90=2507, 99=3257, 99.9=4287, 99.99=7323] 
2025-08-17 12:53:27:699 860 sec: 15450051 operations; 17802.9 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=178029, Max=9583, Min=530, Avg=1792.25, 90=2485, 99=3251, 99.9=4451, 99.99=7459] 
2025-08-17 12:53:37:699 870 sec: 15631008 operations; 18095.7 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=180957, Max=8535, Min=521, Avg=1763.04, 90=2455, 99=3269, 99.9=4803, 99.99=7535] 
2025-08-17 12:53:47:699 880 sec: 15813681 operations; 18267.3 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=182674, Max=11127, Min=580, Avg=1746.63, 90=2435, 99=3209, 99.9=4307, 99.99=7995] 
2025-08-17 12:53:57:699 890 sec: 15997327 operations; 18364.6 current ops/sec; est completion in 1 hour 17 minutes [INSERT: Count=183644, Max=7959, Min=548, Avg=1737.25, 90=2423, 99=3225, 99.9=4319, 99.99=6775] 
2025-08-17 12:54:07:699 900 sec: 16179295 operations; 18196.8 current ops/sec; est completion in 1 hour 17 minutes [INSERT: Count=181968, Max=8135, Min=420, Avg=1753.42, 90=2441, 99=3225, 99.9=4363, 99.99=6891] 
2025-08-17 12:54:17:699 910 sec: 16361430 operations; 18213.5 current ops/sec; est completion in 1 hour 17 minutes [INSERT: Count=182139, Max=8367, Min=568, Avg=1751.69, 90=2445, 99=3217, 99.9=4435, 99.99=7275] 
2025-08-17 12:54:27:699 920 sec: 16543959 operations; 18252.9 current ops/sec; est completion in 1 hour 17 minutes [INSERT: Count=182526, Max=10463, Min=558, Avg=1747.96, 90=2431, 99=3199, 99.9=4511, 99.99=7439] 
2025-08-17 12:54:37:699 930 sec: 16727745 operations; 18378.6 current ops/sec; est completion in 1 hour 17 minutes [INSERT: Count=183785, Max=8863, Min=518, Avg=1736, 90=2427, 99=3197, 99.9=4271, 99.99=7639] 
