
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadg -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=80000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadg -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=80000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 02:40:08:416 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 02:40:09:393 1 sec: 19000 operations; 18981.02 current ops/sec; est completion in 21 minutes [INSERT: Count=19243, Max=472575, Min=343808, Avg=426327.44, 90=472319, 99=472575, 99.9=472575, 99.99=472575] 
2025-05-01 02:40:33:393 25 sec: 1961000 operations; 75924.08 current ops/sec; est completion in 4 minutes [INSERT: Count=77000, Max=109375, Min=35232, Avg=53657.35, 90=82367, 99=109375, 99.9=109375, 99.99=109375] 
2025-05-01 02:40:34:393 26 sec: 2045000 operations; 84084.08 current ops/sec; est completion in 4 minutes [INSERT: Count=83000, Max=98943, Min=34560, Avg=57773.88, 90=75327, 99=98943, 99.9=98943, 99.99=98943] 
2025-05-01 02:40:35:393 27 sec: 2124000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=114047, Min=34304, Avg=65588.66, 90=99263, 99=114047, 99.9=114047, 99.99=114047] 
2025-05-01 02:40:36:393 28 sec: 2204000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=115071, Min=35104, Avg=64057, 90=87295, 99=115071, 99.9=115071, 99.99=115071] 
2025-05-01 02:40:37:393 29 sec: 2284000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=114431, Min=37664, Avg=59976.4, 90=78399, 99=114431, 99.9=114431, 99.99=114431] 
2025-05-01 02:40:38:393 30 sec: 2365000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=95743, Min=32032, Avg=50026.96, 90=65663, 99=95743, 99.9=95743, 99.99=95743] 
2025-05-01 02:40:39:393 31 sec: 2446000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=120639, Min=33536, Avg=56738.77, 90=87807, 99=120639, 99.9=120639, 99.99=120639] 
2025-05-01 02:40:40:393 32 sec: 2526000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=68159, Min=32496, Avg=43765.7, 90=55551, 99=68159, 99.9=68159, 99.99=68159] 
2025-05-01 02:40:41:393 33 sec: 2604000 operations; 78000 current ops/sec; est completion in 4 minutes [INSERT: Count=78000, Max=60575, Min=34784, Avg=39850.26, 90=47647, 99=60575, 99.9=60575, 99.99=60575] 
2025-05-01 02:40:42:393 34 sec: 2686000 operations; 81918.08 current ops/sec; est completion in 4 minutes [INSERT: Count=82000, Max=121279, Min=32928, Avg=48412.68, 90=73791, 99=121279, 99.9=121279, 99.99=121279] 
2025-05-01 02:40:43:393 35 sec: 2766000 operations; 80080.08 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=110463, Min=32800, Avg=50334.6, 90=65919, 99=110463, 99.9=110463, 99.99=110463] 
2025-05-01 02:40:44:393 36 sec: 2845000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=114431, Min=33056, Avg=57884.4, 90=87999, 99=114431, 99.9=114431, 99.99=114431] 
2025-05-01 02:40:45:393 37 sec: 2926000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=107007, Min=40064, Avg=67698.4, 90=92223, 99=107007, 99.9=107007, 99.99=107007] 
2025-05-01 02:40:46:393 38 sec: 3005000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=120511, Min=32112, Avg=60138.13, 90=93567, 99=120511, 99.9=120511, 99.99=120511] 
2025-05-01 02:40:47:393 39 sec: 3086000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=97407, Min=32864, Avg=48537.09, 90=63743, 99=97407, 99.9=97407, 99.99=97407] 
2025-05-01 02:40:48:393 40 sec: 3164000 operations; 78000 current ops/sec; est completion in 4 minutes [INSERT: Count=78000, Max=96511, Min=35584, Avg=52925.13, 90=80767, 99=96511, 99.9=96511, 99.99=96511] 
2025-05-01 02:40:49:393 41 sec: 3244000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=103167, Min=34848, Avg=53483, 90=79871, 99=103167, 99.9=103167, 99.99=103167] 
2025-05-01 02:40:50:393 42 sec: 3325000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=172159, Min=35520, Avg=77669.73, 90=119551, 99=172159, 99.9=172159, 99.99=172159] 
2025-05-01 02:40:51:393 43 sec: 3405000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=110975, Min=32896, Avg=61867, 90=83903, 99=110975, 99.9=110975, 99.99=110975] 
2025-05-01 02:40:52:393 44 sec: 3484000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=105663, Min=34656, Avg=62812.35, 90=88255, 99=105663, 99.9=105663, 99.99=105663] 
2025-05-01 02:40:53:393 45 sec: 3565000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=103551, Min=32304, Avg=49364.64, 90=84287, 99=103551, 99.9=103551, 99.99=103551] 
2025-05-01 02:40:54:393 46 sec: 3647000 operations; 82000 current ops/sec; est completion in 4 minutes [INSERT: Count=82000, Max=85055, Min=32320, Avg=48466.44, 90=66623, 99=85055, 99.9=85055, 99.99=85055] 
2025-05-01 02:40:55:393 47 sec: 3726000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=90047, Min=31584, Avg=51041.52, 90=72639, 99=90047, 99.9=90047, 99.99=90047] 
2025-05-01 02:40:56:393 48 sec: 3807000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=68095, Min=35264, Avg=43380.15, 90=54143, 99=68095, 99.9=68095, 99.99=68095] 
2025-05-01 02:40:57:393 49 sec: 3886000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=70399, Min=30128, Avg=42537.82, 90=53119, 99=70399, 99.9=70399, 99.99=70399] 
2025-05-01 02:40:58:393 50 sec: 3965000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=130751, Min=34368, Avg=57338.73, 90=93887, 99=130751, 99.9=130751, 99.99=130751] 
2025-05-01 02:40:59:393 51 sec: 4047000 operations; 82000 current ops/sec; est completion in 4 minutes [INSERT: Count=82000, Max=66687, Min=31984, Avg=42963.9, 90=52287, 99=66687, 99.9=66687, 99.99=66687] 
2025-05-01 02:41:00:393 52 sec: 4127000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=74623, Min=35392, Avg=40636.8, 90=45215, 99=74623, 99.9=74623, 99.99=74623] 
2025-05-01 02:41:01:393 53 sec: 4207000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=131839, Min=34496, Avg=49793.6, 90=82687, 99=131839, 99.9=131839, 99.99=131839] 
2025-05-01 02:41:02:393 54 sec: 4286000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=101439, Min=33248, Avg=45245.97, 90=66623, 99=101439, 99.9=101439, 99.99=101439] 
2025-05-01 02:41:03:393 55 sec: 4365000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=82943, Min=30816, Avg=42976.71, 90=59423, 99=82943, 99.9=82943, 99.99=82943] 
2025-05-01 02:41:04:393 56 sec: 4445000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=76287, Min=32128, Avg=43968.1, 90=57503, 99=76287, 99.9=76287, 99.99=76287] 
2025-05-01 02:41:05:393 57 sec: 4525000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=130367, Min=33056, Avg=58317, 90=90047, 99=130367, 99.9=130367, 99.99=130367] 
2025-05-01 02:41:06:393 58 sec: 4606000 operations; 80919.08 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=75775, Min=31888, Avg=42617.78, 90=54815, 99=75775, 99.9=75775, 99.99=75775] 
2025-05-01 02:41:07:393 59 sec: 4685000 operations; 79079.08 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=69055, Min=34816, Avg=39403.75, 90=44287, 99=69055, 99.9=69055, 99.99=69055] 
2025-05-01 02:41:08:393 60 sec: 4766000 operations; 81000 current ops/sec; est completion in 4 minutes [INSERT: Count=81000, Max=86911, Min=32560, Avg=40177.09, 90=46879, 99=86911, 99.9=86911, 99.99=86911] 
2025-05-01 02:41:09:393 61 sec: 4846000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=96575, Min=33088, Avg=46831.8, 90=58879, 99=96575, 99.9=96575, 99.99=96575] 
2025-05-01 02:41:10:393 62 sec: 4925000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=84159, Min=32432, Avg=45256, 90=60543, 99=84159, 99.9=84159, 99.99=84159] 
2025-05-01 02:41:11:393 63 sec: 5005000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=77055, Min=34848, Avg=46461.4, 90=60479, 99=77055, 99.9=77055, 99.99=77055] 
2025-05-01 02:41:12:393 64 sec: 5085000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=125567, Min=34112, Avg=51091.6, 90=67967, 99=125567, 99.9=125567, 99.99=125567] 
2025-05-01 02:41:13:393 65 sec: 5162000 operations; 77000 current ops/sec; est completion in 4 minutes [INSERT: Count=77000, Max=114943, Min=32256, Avg=51683.74, 90=76287, 99=114943, 99.9=114943, 99.99=114943] 
2025-05-01 02:41:14:393 66 sec: 5239000 operations; 77000 current ops/sec; est completion in 4 minutes [INSERT: Count=77000, Max=201855, Min=39968, Avg=95507.12, 90=145791, 99=201855, 99.9=201855, 99.99=201855] 
2025-05-01 02:41:15:393 67 sec: 5326000 operations; 87000 current ops/sec; est completion in 4 minutes [INSERT: Count=87000, Max=232191, Min=35712, Avg=77056.55, 90=142847, 99=232191, 99.9=232191, 99.99=232191] 
2025-05-01 02:41:16:393 68 sec: 5405000 operations; 79000 current ops/sec; est completion in 4 minutes [INSERT: Count=79000, Max=139647, Min=33216, Avg=62951.29, 90=89151, 99=139647, 99.9=139647, 99.99=139647] 
2025-05-01 02:41:17:393 69 sec: 5483000 operations; 78000 current ops/sec; est completion in 4 minutes [INSERT: Count=78000, Max=122047, Min=35232, Avg=69177.85, 90=97407, 99=122047, 99.9=122047, 99.99=122047] 
2025-05-01 02:41:18:393 70 sec: 5561000 operations; 78000 current ops/sec; est completion in 4 minutes [INSERT: Count=78000, Max=122495, Min=36192, Avg=67262.36, 90=94015, 99=122495, 99.9=122495, 99.99=122495] 
2025-05-01 02:41:19:393 71 sec: 5646000 operations; 85000 current ops/sec; est completion in 4 minutes [INSERT: Count=85000, Max=133375, Min=36288, Avg=60297.04, 90=97919, 99=133375, 99.9=133375, 99.99=133375] 
2025-05-01 02:41:20:393 72 sec: 5726000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=116543, Min=35392, Avg=64157.2, 90=94143, 99=116543, 99.9=116543, 99.99=116543] 
2025-05-01 02:41:21:393 73 sec: 5806000 operations; 80000 current ops/sec; est completion in 4 minutes [INSERT: Count=80000, Max=113343, Min=31344, Avg=51858.3, 90=69375, 99=113343, 99.9=113343, 99.99=113343] 
2025-05-01 02:41:22:393 74 sec: 5883000 operations; 77000 current ops/sec; est completion in 4 minutes [INSERT: Count=77000, Max=99455, Min=35808, Avg=52898.29, 90=76095, 99=99455, 99.9=99455, 99.99=99455] 
2025-05-01 02:41:23:393 75 sec: 5965000 operations; 82000 current ops/sec; est completion in 4 minutes [INSERT: Count=82000, Max=82943, Min=31760, Avg=50576.49, 90=73471, 99=82943, 99.9=82943, 99.99=82943] 
2025-05-01 02:41:24:393 76 sec: 6046000 operations; 81000 current ops/sec; est completion in 3 minutes [INSERT: Count=81000, Max=90495, Min=33056, Avg=45513.68, 90=64095, 99=90495, 99.9=90495, 99.99=90495] 
2025-05-01 02:41:25:393 77 sec: 6123000 operations; 77000 current ops/sec; est completion in 3 minutes [INSERT: Count=77000, Max=127551, Min=30544, Avg=58064.31, 90=88511, 99=127551, 99.9=127551, 99.99=127551] 
2025-05-01 02:41:26:393 78 sec: 6202000 operations; 79000 current ops/sec; est completion in 3 minutes [INSERT: Count=79000, Max=159103, Min=35712, Avg=85339.75, 90=124031, 99=159103, 99.9=159103, 99.99=159103] 
2025-05-01 02:41:27:393 79 sec: 6282000 operations; 80000 current ops/sec; est completion in 3 minutes [INSERT: Count=80000, Max=252543, Min=38176, Avg=121346.4, 90=197631, 99=252543, 99.9=252543, 99.99=252543] 
2025-05-01 02:41:28:393 80 sec: 6364000 operations; 82000 current ops/sec; est completion in 3 minutes [INSERT: Count=82000, Max=195839, Min=36928, Avg=86498.73, 90=133375, 99=195839, 99.9=195839, 99.99=195839] 
2025-05-01 02:41:29:393 81 sec: 6445000 operations; 81000 current ops/sec; est completion in 3 minutes [INSERT: Count=81000, Max=105023, Min=37280, Avg=56803.56, 90=72895, 99=105023, 99.9=105023, 99.99=105023] 
2025-05-01 02:41:30:393 82 sec: 6524000 operations; 79000 current ops/sec; est completion in 3 minutes [INSERT: Count=79834, Max=79807, Min=37056, Avg=51148.82, 90=62783, 99=79807, 99.9=79807, 99.99=79807] 
2025-05-01 02:41:31:393 83 sec: 6606000 operations; 81918.08 current ops/sec; est completion in 3 minutes [INSERT: Count=81166, Max=103679, Min=34112, Avg=50713.76, 90=78975, 99=103679, 99.9=103679, 99.99=103679] 
2025-05-01 02:41:32:393 84 sec: 6686000 operations; 80080.08 current ops/sec; est completion in 3 minutes [INSERT: Count=80000, Max=55647, Min=31824, Avg=39606.9, 90=47359, 99=55647, 99.9=55647, 99.99=55647] 
2025-05-01 02:41:33:393 85 sec: 6764000 operations; 78000 current ops/sec; est completion in 3 minutes [INSERT: Count=78000, Max=86655, Min=35712, Avg=42329.44, 90=49599, 99=86655, 99.9=86655, 99.99=86655] 
2025-05-01 02:41:34:393 86 sec: 6846000 operations; 82000 current ops/sec; est completion in 3 minutes [INSERT: Count=82000, Max=95679, Min=33920, Avg=42660.68, 90=52319, 99=95679, 99.9=95679, 99.99=95679] 
2025-05-01 02:41:35:393 87 sec: 6927000 operations; 81000 current ops/sec; est completion in 3 minutes [INSERT: Count=81000, Max=94015, Min=33600, Avg=45455.6, 90=63999, 99=94015, 99.9=94015, 99.99=94015] 
2025-05-01 02:41:36:393 88 sec: 7006000 operations; 79000 current ops/sec; est completion in 3 minutes [INSERT: Count=79000, Max=114751, Min=34688, Avg=50966.68, 90=68287, 99=114751, 99.9=114751, 99.99=114751] 
2025-05-01 02:41:37:393 89 sec: 7084000 operations; 78000 current ops/sec; est completion in 3 minutes [INSERT: Count=78000, Max=99455, Min=35456, Avg=54310.15, 90=76415, 99=99455, 99.9=99455, 99.99=99455] 
2025-05-01 02:41:38:393 90 sec: 7165000 operations; 81000 current ops/sec; est completion in 3 minutes [INSERT: Count=81000, Max=110207, Min=33504, Avg=72527.8, 90=98943, 99=110207, 99.9=110207, 99.99=110207] 
2025-05-01 02:41:39:393 91 sec: 7242000 operations; 77000 current ops/sec; est completion in 3 minutes [INSERT: Count=77000, Max=127295, Min=32928, Avg=64954.81, 90=92031, 99=127295, 99.9=127295, 99.99=127295] 
2025-05-01 02:41:40:393 92 sec: 7319000 operations; 77000 current ops/sec; est completion in 3 minutes [INSERT: Count=77000, Max=220543, Min=39232, Avg=98291.12, 90=140927, 99=220543, 99.9=220543, 99.99=220543] 
2025-05-01 02:41:41:393 93 sec: 7401000 operations; 82000 current ops/sec; est completion in 3 minutes [INSERT: Count=82000, Max=201983, Min=35552, Avg=87728.78, 90=127231, 99=201983, 99.9=201983, 99.99=201983] 
2025-05-01 02:41:42:393 94 sec: 7482000 operations; 81000 current ops/sec; est completion in 3 minutes [INSERT: Count=81000, Max=179839, Min=35968, Avg=94736.99, 90=155903, 99=179839, 99.9=179839, 99.99=179839] 
2025-05-01 02:41:43:393 95 sec: 7566000 operations; 84000 current ops/sec; est completion in 3 minutes [INSERT: Count=84000, Max=162047, Min=34944, Avg=74267.81, 90=123455, 99=162047, 99.9=162047, 99.99=162047] 
2025-05-01 02:41:44:393 96 sec: 7645000 operations; 79000 current ops/sec; est completion in 3 minutes [INSERT: Count=79000, Max=75071, Min=32688, Avg=42976.1, 90=52895, 99=75071, 99.9=75071, 99.99=75071] 
2025-05-01 02:41:45:393 97 sec: 7726000 operations; 81000 current ops/sec; est completion in 3 minutes [INSERT: Count=81000, Max=73471, Min=34272, Avg=40516.35, 90=46463, 99=73471, 99.9=73471, 99.99=73471] 
2025-05-01 02:41:46:393 98 sec: 7805000 operations; 79000 current ops/sec; est completion in 3 minutes [INSERT: Count=79000, Max=107455, Min=34688, Avg=53427.24, 90=74559, 99=107455, 99.9=107455, 99.99=107455] 
