/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=100000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=100000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-04-30 22:05:54:749 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-04-30 22:05:55:726 1 sec: 26000 operations; 26000 current ops/sec; est completion in 19 minutes [INSERT: Count=26000, Max=498687, Min=298240, Avg=436617.85, 90=492031, 99=498687, 99.9=498687, 99.99=498687] 
2025-04-30 22:06:09:725 15 sec: 1455000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=89471, Min=51744, Avg=65232.97, 90=84927, 99=89471, 99.9=89471, 99.99=89471] 
2025-04-30 22:06:10:725 16 sec: 1556000 operations; 101000 current ops/sec; est completion in 4 minutes [INSERT: Count=101000, Max=103935, Min=45952, Avg=57937.43, 90=72127, 99=102207, 99.9=103935, 99.99=103935] 
2025-04-30 22:06:11:725 17 sec: 1656000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=91583, Min=46048, Avg=61372.8, 90=82239, 99=91455, 99.9=91583, 99.99=91583] 
2025-04-30 22:06:12:725 18 sec: 1754000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=101055, Min=48992, Avg=61360.33, 90=87551, 99=101055, 99.9=101055, 99.99=101055] 
2025-04-30 22:06:13:726 19 sec: 1857000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=106495, Min=43936, Avg=61434.56, 90=76671, 99=106239, 99.9=106495, 99.99=106495] 
2025-04-30 22:06:14:726 20 sec: 1956000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=90111, Min=51200, Avg=58855.6, 90=74687, 99=90111, 99.9=90111, 99.99=90111] 
2025-04-30 22:06:15:725 21 sec: 2054000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=79295, Min=44352, Avg=55200.98, 90=73023, 99=79295, 99.9=79295, 99.99=79295] 
2025-04-30 22:06:16:726 22 sec: 2157000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=93631, Min=45184, Avg=60244.35, 90=74239, 99=90815, 99.9=93631, 99.99=93631] 
2025-04-30 22:06:17:726 23 sec: 2256000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=93503, Min=50976, Avg=67079.11, 90=86015, 99=93503, 99.9=93503, 99.99=93503] 
2025-04-30 22:06:18:725 24 sec: 2354000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=97343, Min=44864, Avg=63389.71, 90=81087, 99=97343, 99.9=97343, 99.99=97343] 
2025-04-30 22:06:19:726 25 sec: 2454000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=96255, Min=50720, Avg=65318.24, 90=84543, 99=95487, 99.9=96255, 99.99=96255] 
2025-04-30 22:06:20:725 26 sec: 2556000 operations; 102000 current ops/sec; est completion in 4 minutes [INSERT: Count=102000, Max=98111, Min=46208, Avg=61760.16, 90=79679, 99=86655, 99.9=98111, 99.99=98111] 
2025-04-30 22:06:21:725 27 sec: 2654000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=105855, Min=47328, Avg=65781.88, 90=81663, 99=105855, 99.9=105855, 99.99=105855] 
2025-04-30 22:06:22:725 28 sec: 2754000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=99647, Min=52512, Avg=72722.56, 90=88575, 99=93119, 99.9=99647, 99.99=99647] 
2025-04-30 22:06:23:725 29 sec: 2856000 operations; 102000 current ops/sec; est completion in 4 minutes [INSERT: Count=102000, Max=104703, Min=48000, Avg=72400.94, 90=89471, 99=101119, 99.9=104703, 99.99=104703] 
2025-04-30 22:06:24:725 30 sec: 2954000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=109311, Min=46528, Avg=75173.39, 90=92735, 99=109311, 99.9=109311, 99.99=109311] 
2025-04-30 22:06:25:726 31 sec: 3058000 operations; 104000 current ops/sec; est completion in 4 minutes [INSERT: Count=104000, Max=86783, Min=48576, Avg=63003.08, 90=78463, 99=85951, 99.9=86783, 99.99=86783] 
2025-04-30 22:06:26:725 32 sec: 3156000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=90367, Min=43424, Avg=58926.86, 90=75135, 99=90367, 99.9=90367, 99.99=90367] 
2025-04-30 22:06:27:725 33 sec: 3256000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=76671, Min=50240, Avg=56798.24, 90=66047, 99=76607, 99.9=76671, 99.99=76671] 
2025-04-30 22:06:28:725 34 sec: 3354000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=98559, Min=45536, Avg=59560.73, 90=77311, 99=98559, 99.9=98559, 99.99=98559] 
2025-04-30 22:06:29:726 35 sec: 3457000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=102000, Max=98431, Min=44672, Avg=64030.27, 90=86463, 99=95679, 99.9=98431, 99.99=98431] 
2025-04-30 22:06:30:726 36 sec: 3556000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=91519, Min=47552, Avg=65508.2, 90=87167, 99=91519, 99.9=91519, 99.99=91519] 
2025-04-30 22:06:31:725 37 sec: 3656000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=97599, Min=46048, Avg=62762.88, 90=84863, 99=96575, 99.9=97599, 99.99=97599] 
2025-04-30 22:06:32:725 38 sec: 3756000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=97791, Min=49856, Avg=62874.72, 90=81471, 99=93631, 99.9=97791, 99.99=97791] 
2025-04-30 22:06:33:725 39 sec: 3854000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=109823, Min=44384, Avg=61398.86, 90=78207, 99=109823, 99.9=109823, 99.99=109823] 
2025-04-30 22:06:34:725 40 sec: 3957000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=89599, Min=45696, Avg=62536.08, 90=81151, 99=84159, 99.9=89599, 99.99=89599] 
2025-04-30 22:06:35:725 41 sec: 4054000 operations; 97000 current ops/sec; est completion in 4 minutes [INSERT: Count=97000, Max=92991, Min=51552, Avg=69676.04, 90=85759, 99=92991, 99.9=92991, 99.99=92991] 
2025-04-30 22:06:36:725 42 sec: 4153000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=108095, Min=45216, Avg=65875.88, 90=83775, 99=108095, 99.9=108095, 99.99=108095] 
2025-04-30 22:06:37:725 43 sec: 4256000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=96191, Min=50176, Avg=70784.31, 90=86079, 99=94655, 99.9=96191, 99.99=96191] 
2025-04-30 22:06:38:725 44 sec: 4356000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=98047, Min=44192, Avg=64933.76, 90=84799, 99=96767, 99.9=98047, 99.99=98047] 
2025-04-30 22:06:39:726 45 sec: 4455000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=100735, Min=46144, Avg=67369.21, 90=90559, 99=100735, 99.9=100735, 99.99=100735] 
2025-04-30 22:06:40:725 46 sec: 4554000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=90303, Min=49888, Avg=67100.93, 90=85055, 99=90303, 99.9=90303, 99.99=90303] 
2025-04-30 22:06:41:725 47 sec: 4655000 operations; 101000 current ops/sec; est completion in 4 minutes [INSERT: Count=101000, Max=99711, Min=47168, Avg=67408.48, 90=86847, 99=99647, 99.9=99711, 99.99=99711] 
2025-04-30 22:06:42:725 48 sec: 4757000 operations; 102000 current ops/sec; est completion in 4 minutes [INSERT: Count=102000, Max=92735, Min=51456, Avg=64844.71, 90=86143, 99=92607, 99.9=92735, 99.99=92735] 
2025-04-30 22:06:43:725 49 sec: 4853000 operations; 96000 current ops/sec; est completion in 4 minutes [INSERT: Count=96000, Max=92863, Min=43936, Avg=63990.5, 90=83199, 99=92863, 99.9=92863, 99.99=92863] 
2025-04-30 22:06:44:725 50 sec: 4956000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=103935, Min=43648, Avg=62091.81, 90=81151, 99=103807, 99.9=103935, 99.99=103935] 
2025-04-30 22:06:45:725 51 sec: 5056000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=92927, Min=50400, Avg=63517.6, 90=89535, 99=92735, 99.9=92927, 99.99=92927] 
2025-04-30 22:06:46:726 52 sec: 5156000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=107711, Min=42368, Avg=61582.88, 90=78591, 99=107711, 99.9=107711, 99.99=107711] 
2025-04-30 22:06:47:725 53 sec: 5257000 operations; 101000 current ops/sec; est completion in 4 minutes [INSERT: Count=101000, Max=90815, Min=46080, Avg=61766.65, 90=78207, 99=87551, 99.9=90815, 99.99=90815] 
2025-04-30 22:06:48:726 54 sec: 5356000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=91775, Min=49056, Avg=61754.34, 90=81663, 99=91775, 99.9=91775, 99.99=91775] 
2025-04-30 22:06:49:725 55 sec: 5455000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=95103, Min=44192, Avg=59318.3, 90=83135, 99=95103, 99.9=95103, 99.99=95103] 
2025-04-30 22:06:50:725 56 sec: 5555000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=91903, Min=51104, Avg=60963.68, 90=80511, 99=91839, 99.9=91903, 99.99=91903] 
2025-04-30 22:06:51:725 57 sec: 5657000 operations; 102000 current ops/sec; est completion in 4 minutes [INSERT: Count=102000, Max=91135, Min=45184, Avg=58777.1, 90=81343, 99=89919, 99.9=91135, 99.99=91135] 
2025-04-30 22:06:52:725 58 sec: 5756000 operations; 99000 current ops/sec; est completion in 4 minutes [INSERT: Count=99000, Max=101567, Min=44032, Avg=60169.7, 90=85055, 99=101567, 99.9=101567, 99.99=101567] 
2025-04-30 22:06:53:725 59 sec: 5856000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=87167, Min=49504, Avg=62006.08, 90=80959, 99=86591, 99.9=87167, 99.99=87167] 
2025-04-30 22:06:54:725 60 sec: 5957000 operations; 101000 current ops/sec; est completion in 4 minutes [INSERT: Count=101000, Max=95935, Min=44544, Avg=59742.73, 90=76095, 99=94911, 99.9=95935, 99.99=95935] 
2025-04-30 22:06:55:725 61 sec: 6054000 operations; 97000 current ops/sec; est completion in 4 minutes [INSERT: Count=97000, Max=94719, Min=43552, Avg=61462.76, 90=79615, 99=94719, 99.9=94719, 99.99=94719] 
2025-04-30 22:06:56:725 62 sec: 6154000 operations; 100000 current ops/sec; est completion in 4 minutes [INSERT: Count=100000, Max=87487, Min=42560, Avg=56432.32, 90=71167, 99=85887, 99.9=87487, 99.99=87487] 
2025-04-30 22:06:57:726 63 sec: 6256000 operations; 102000 current ops/sec; est completion in 3 minutes [INSERT: Count=103000, Max=97279, Min=44256, Avg=62581.44, 90=82559, 99=96831, 99.9=97279, 99.99=97279] 
2025-04-30 22:06:58:725 64 sec: 6356000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=88575, Min=50560, Avg=66134.95, 90=83775, 99=88575, 99.9=88575, 99.99=88575] 
2025-04-30 22:06:59:725 65 sec: 6455000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=97087, Min=45344, Avg=64724.36, 90=84799, 99=97087, 99.9=97087, 99.99=97087] 
2025-04-30 22:07:00:725 66 sec: 6555000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=107903, Min=44000, Avg=66076.16, 90=87359, 99=107711, 99.9=107903, 99.99=107903] 
2025-04-30 22:07:01:725 67 sec: 6655000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=92415, Min=48064, Avg=65770.24, 90=85759, 99=91135, 99.9=92415, 99.99=92415] 
2025-04-30 22:07:02:726 68 sec: 6756000 operations; 101000 current ops/sec; est completion in 3 minutes [INSERT: Count=101000, Max=105215, Min=44256, Avg=66300.04, 90=89279, 99=103615, 99.9=105215, 99.99=105215] 
2025-04-30 22:07:03:725 69 sec: 6856000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=98943, Min=49664, Avg=65589.44, 90=86463, 99=98047, 99.9=98943, 99.99=98943] 
2025-04-30 22:07:04:725 70 sec: 6955000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=102079, Min=44640, Avg=64894.87, 90=89087, 99=102079, 99.9=102079, 99.99=102079] 
2025-04-30 22:07:05:725 71 sec: 7057000 operations; 102000 current ops/sec; est completion in 3 minutes [INSERT: Count=102000, Max=105087, Min=44448, Avg=67092.71, 90=94719, 99=105023, 99.9=105087, 99.99=105087] 
2025-04-30 22:07:06:725 72 sec: 7155000 operations; 98000 current ops/sec; est completion in 3 minutes [INSERT: Count=98000, Max=92031, Min=47040, Avg=62695.35, 90=80895, 99=92031, 99.9=92031, 99.99=92031] 
2025-04-30 22:07:07:725 73 sec: 7255000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=104191, Min=47232, Avg=68061.12, 90=90943, 99=102655, 99.9=104191, 99.99=104191] 
2025-04-30 22:07:08:725 74 sec: 7355000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=87295, Min=50080, Avg=61714.72, 90=79871, 99=87231, 99.9=87295, 99.99=87295] 
2025-04-30 22:07:09:725 75 sec: 7456000 operations; 101000 current ops/sec; est completion in 3 minutes [INSERT: Count=101000, Max=83711, Min=45280, Avg=61165.78, 90=78399, 99=83455, 99.9=83711, 99.99=83711] 
2025-04-30 22:07:10:725 76 sec: 7558000 operations; 102000 current ops/sec; est completion in 3 minutes [INSERT: Count=102000, Max=99007, Min=43424, Avg=66250.98, 90=84159, 99=98943, 99.9=99007, 99.99=99007] 
2025-04-30 22:07:11:725 77 sec: 7655000 operations; 97000 current ops/sec; est completion in 3 minutes [INSERT: Count=97000, Max=85951, Min=49024, Avg=57184.33, 90=68735, 99=85951, 99.9=85951, 99.99=85951] 
2025-04-30 22:07:12:726 78 sec: 7755000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=105471, Min=43552, Avg=61501.12, 90=82431, 99=105471, 99.9=105471, 99.99=105471] 
2025-04-30 22:07:13:726 79 sec: 7856000 operations; 101000 current ops/sec; est completion in 3 minutes [INSERT: Count=101000, Max=98559, Min=44736, Avg=71744.63, 90=92607, 99=98559, 99.9=98559, 99.99=98559] 
2025-04-30 22:07:14:725 80 sec: 7956000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=101375, Min=45248, Avg=59120.96, 90=78591, 99=86399, 99.9=101375, 99.99=101375] 
2025-04-30 22:07:15:725 81 sec: 8056000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=98175, Min=45248, Avg=60256.96, 90=74623, 99=96575, 99.9=98175, 99.99=98175] 
2025-04-30 22:07:16:725 82 sec: 8157000 operations; 101000 current ops/sec; est completion in 3 minutes [INSERT: Count=101000, Max=91391, Min=51264, Avg=58890.93, 90=82687, 99=91263, 99.9=91391, 99.99=91391] 
2025-04-30 22:07:17:725 83 sec: 8256000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=95807, Min=44992, Avg=63978.51, 90=84351, 99=95807, 99.9=95807, 99.99=95807] 
2025-04-30 22:07:18:725 84 sec: 8357000 operations; 101000 current ops/sec; est completion in 3 minutes [INSERT: Count=101000, Max=90431, Min=43712, Avg=60782.57, 90=75263, 99=89279, 99.9=90431, 99.99=90431] 
2025-04-30 22:07:19:725 85 sec: 8454000 operations; 97000 current ops/sec; est completion in 3 minutes [INSERT: Count=97000, Max=85567, Min=49568, Avg=61941.28, 90=80319, 99=85567, 99.9=85567, 99.99=85567] 
2025-04-30 22:07:20:725 86 sec: 8557000 operations; 103000 current ops/sec; est completion in 3 minutes [INSERT: Count=103000, Max=105727, Min=45024, Avg=65492.82, 90=88063, 99=105599, 99.9=105727, 99.99=105727] 
2025-04-30 22:07:21:725 87 sec: 8655000 operations; 98000 current ops/sec; est completion in 3 minutes [INSERT: Count=98000, Max=97087, Min=50496, Avg=65910.86, 90=87871, 99=97087, 99.9=97087, 99.99=97087] 
2025-04-30 22:07:22:725 88 sec: 8756000 operations; 101000 current ops/sec; est completion in 3 minutes [INSERT: Count=101000, Max=111679, Min=46784, Avg=68710.97, 90=89983, 99=103295, 99.9=111679, 99.99=111679] 
2025-04-30 22:07:23:725 89 sec: 8856000 operations; 100000 current ops/sec; est completion in 3 minutes [INSERT: Count=100000, Max=104831, Min=45056, Avg=67064.32, 90=86463, 99=101951, 99.9=104831, 99.99=104831] 
2025-04-30 22:07:24:725 90 sec: 8955000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=87359, Min=49088, Avg=62159.35, 90=81087, 99=87359, 99.9=87359, 99.99=87359] 
2025-04-30 22:07:25:725 91 sec: 9054000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=97791, Min=47456, Avg=62989.74, 90=81087, 99=97791, 99.9=97791, 99.99=97791] 
2025-04-30 22:07:26:725 92 sec: 9156000 operations; 102000 current ops/sec; est completion in 3 minutes [INSERT: Count=102000, Max=96767, Min=50464, Avg=71080, 90=86463, 99=96703, 99.9=96767, 99.99=96767] 
2025-04-30 22:07:27:725 93 sec: 9255000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=104767, Min=47392, Avg=68679.76, 90=85695, 99=104767, 99.9=104767, 99.99=104767] 
2025-04-30 22:07:28:725 94 sec: 9357000 operations; 102000 current ops/sec; est completion in 3 minutes [INSERT: Count=102000, Max=100095, Min=44800, Avg=66364.08, 90=86975, 99=98687, 99.9=100095, 99.99=100095] 
2025-04-30 22:07:29:726 95 sec: 9456000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=87423, Min=50816, Avg=60158.71, 90=76287, 99=87423, 99.9=87423, 99.99=87423] 
2025-04-30 22:07:30:725 96 sec: 9555000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99000, Max=101887, Min=44128, Avg=59890.42, 90=79487, 99=101887, 99.9=101887, 99.99=101887] 
2025-04-30 22:07:31:725 97 sec: 9654000 operations; 99000 current ops/sec; est completion in 3 minutes [INSERT: Count=99175, Max=90303, Min=48384, Avg=66007.18, 90=85567, 99=90303, 99.9=90303, 99.99=90303] 
2025-04-30 22:07:32:725 98 sec: 9757000 operations; 103000 current ops/sec; est completion in 3 minutes [INSERT: Count=102825, Max=97727, Min=44960, Avg=61413.33, 90=81343, 99=97599, 99.9=97727, 99.99=97727] 
