/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=10000 -p target=120000 -threads 32
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=10000 -p target=120000 -threads 32
threadcount: 32
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-18 00:53:24:108 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-18 00:53:34:084 10 sec: 135893 operations; 13589.3 current ops/sec; est completion in 2 hours 2 minutes [INSERT: Count=135909, Max=445439, Min=567, Avg=2254.67, 90=2821, 99=4111, 99.9=17023, 99.99=445183] 
2025-08-18 00:59:24:083 360 sec: 5685279 operations; 16101.4 current ops/sec; est completion in 1 hour 39 minutes [INSERT: Count=161014, Max=10639, Min=504, Avg=1982.44, 90=2665, 99=3717, 99.9=5319, 99.99=7343] 
2025-08-18 00:59:34:083 370 sec: 5845101 operations; 15982.2 current ops/sec; est completion in 1 hour 39 minutes [INSERT: Count=159822, Max=10111, Min=525, Avg=1997.21, 90=2667, 99=3647, 99.9=5047, 99.99=6887] 
2025-08-18 00:59:44:083 380 sec: 6005025 operations; 15992.4 current ops/sec; est completion in 1 hour 39 minutes [INSERT: Count=159923, Max=8903, Min=514, Avg=1995.9, 90=2669, 99=3709, 99.9=5263, 99.99=7583] 
2025-08-18 00:59:54:083 390 sec: 6165831 operations; 16080.6 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=160807, Max=9343, Min=520, Avg=1984.88, 90=2659, 99=3639, 99.9=5087, 99.99=6919] 
2025-08-18 01:00:04:083 400 sec: 6325761 operations; 15993 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=159925, Max=8711, Min=537, Avg=1995.79, 90=2671, 99=3705, 99.9=5255, 99.99=7095] 
2025-08-18 01:00:14:083 410 sec: 6482176 operations; 15641.5 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=156419, Max=8839, Min=543, Avg=2040.84, 90=2709, 99=3697, 99.9=5123, 99.99=7747] 
2025-08-18 01:00:24:083 420 sec: 6642851 operations; 16067.5 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=160673, Max=10575, Min=473, Avg=1986.57, 90=2659, 99=3671, 99.9=5111, 99.99=8171] 
2025-08-18 01:00:34:083 430 sec: 6803438 operations; 16058.7 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=160590, Max=14311, Min=476, Avg=1987.71, 90=2665, 99=3683, 99.9=4891, 99.99=7203] 
2025-08-18 01:00:44:083 440 sec: 6963707 operations; 16026.9 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=160273, Max=8807, Min=536, Avg=1991.63, 90=2669, 99=3695, 99.9=5087, 99.99=7163] 
2025-08-18 01:00:54:083 450 sec: 7124732 operations; 16102.5 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=161016, Max=9831, Min=532, Avg=1982.23, 90=2659, 99=3699, 99.9=5259, 99.99=7883] 
2025-08-18 01:01:04:083 460 sec: 7285333 operations; 16060.1 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=160601, Max=11239, Min=461, Avg=1987.46, 90=2665, 99=3711, 99.9=5279, 99.99=8911] 
2025-08-18 01:01:14:083 470 sec: 7445781 operations; 16044.8 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=160449, Max=8639, Min=551, Avg=1989.39, 90=2667, 99=3685, 99.9=5335, 99.99=7475] 
2025-08-18 01:01:24:083 480 sec: 7605757 operations; 15997.6 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=159975, Max=9215, Min=524, Avg=1995.29, 90=2669, 99=3685, 99.9=5071, 99.99=7159] 
2025-08-18 01:01:34:083 490 sec: 7765892 operations; 16013.5 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=160136, Max=10215, Min=523, Avg=1993.36, 90=2671, 99=3705, 99.9=5267, 99.99=7451] 
2025-08-18 01:01:44:083 500 sec: 7926319 operations; 16042.7 current ops/sec; est completion in 1 hour 36 minutes [INSERT: Count=160427, Max=16591, Min=477, Avg=1989.51, 90=2659, 99=3657, 99.9=5243, 99.99=9559] 
2025-08-18 01:01:54:083 510 sec: 8087083 operations; 16076.4 current ops/sec; est completion in 1 hour 36 minutes [INSERT: Count=160764, Max=13023, Min=550, Avg=1985.48, 90=2671, 99=3723, 99.9=5267, 99.99=7271] 
2025-08-18 01:02:04:083 520 sec: 8246745 operations; 15966.2 current ops/sec; est completion in 1 hour 36 minutes [INSERT: Count=159662, Max=8375, Min=533, Avg=1999.13, 90=2673, 99=3681, 99.9=5047, 99.99=7007] 
2025-08-18 01:02:14:083 530 sec: 8406029 operations; 15928.4 current ops/sec; est completion in 1 hour 36 minutes [INSERT: Count=159291, Max=9471, Min=534, Avg=2003.92, 90=2679, 99=3689, 99.9=5219, 99.99=7863] 
2025-08-18 01:02:24:083 540 sec: 8566061 operations; 16003.2 current ops/sec; est completion in 1 hour 36 minutes [INSERT: Count=160027, Max=8951, Min=534, Avg=1994.66, 90=2665, 99=3653, 99.9=5051, 99.99=7583] 
2025-08-18 01:02:34:083 550 sec: 8726545 operations; 16048.4 current ops/sec; est completion in 1 hour 35 minutes [INSERT: Count=160486, Max=9847, Min=548, Avg=1988.86, 90=2665, 99=3653, 99.9=5119, 99.99=7583] 
2025-08-18 01:02:44:083 560 sec: 8887101 operations; 16055.6 current ops/sec; est completion in 1 hour 35 minutes [INSERT: Count=160551, Max=15703, Min=562, Avg=1988.18, 90=2655, 99=3637, 99.9=4987, 99.99=7431] 
2025-08-18 01:02:54:083 570 sec: 9046027 operations; 15892.6 current ops/sec; est completion in 1 hour 35 minutes [INSERT: Count=158928, Max=10863, Min=427, Avg=2008.29, 90=2683, 99=3689, 99.9=5147, 99.99=6983] 
2025-08-18 01:03:04:083 580 sec: 9206884 operations; 16085.7 current ops/sec; est completion in 1 hour 35 minutes [INSERT: Count=160855, Max=9239, Min=484, Avg=1984.43, 90=2655, 99=3667, 99.9=4959, 99.99=7571] 
2025-08-18 01:03:14:083 590 sec: 9366530 operations; 15964.6 current ops/sec; est completion in 1 hour 35 minutes [INSERT: Count=159650, Max=12871, Min=548, Avg=1999.38, 90=2673, 99=3683, 99.9=5099, 99.99=7423] 
2025-08-18 01:03:24:083 600 sec: 9525446 operations; 15891.6 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=158913, Max=10463, Min=559, Avg=2008.68, 90=2685, 99=3691, 99.9=5251, 99.99=7363] 
2025-08-18 01:03:34:083 610 sec: 9684966 operations; 15952 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=159522, Max=8367, Min=506, Avg=2000.97, 90=2679, 99=3641, 99.9=4907, 99.99=7207] 
2025-08-18 01:03:44:083 620 sec: 9845049 operations; 16008.3 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=160081, Max=9607, Min=537, Avg=1993.95, 90=2671, 99=3671, 99.9=5199, 99.99=6983] 
2025-08-18 01:03:54:083 630 sec: 10004113 operations; 15906.4 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=159064, Max=11167, Min=528, Avg=2005.83, 90=2681, 99=3679, 99.9=5459, 99.99=8911] 
2025-08-18 01:04:04:083 640 sec: 10159022 operations; 15490.9 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=154910, Max=8623, Min=521, Avg=2060.3, 90=2719, 99=3677, 99.9=4979, 99.99=6491] 
2025-08-18 01:04:14:083 650 sec: 10318268 operations; 15924.6 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=159244, Max=8791, Min=518, Avg=2004.01, 90=2673, 99=3663, 99.9=5039, 99.99=7519] 
2025-08-18 01:04:24:083 660 sec: 10478660 operations; 16039.2 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=160393, Max=8455, Min=540, Avg=1990.04, 90=2665, 99=3695, 99.9=5099, 99.99=7759] 
2025-08-18 01:04:34:083 670 sec: 10639623 operations; 16096.3 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=160962, Max=9791, Min=458, Avg=1983.11, 90=2665, 99=3671, 99.9=4895, 99.99=6483] 
2025-08-18 01:04:44:083 680 sec: 10800575 operations; 16095.2 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=160956, Max=8447, Min=558, Avg=1983.08, 90=2655, 99=3679, 99.9=5247, 99.99=7463] 
2025-08-18 01:04:54:083 690 sec: 10960969 operations; 16039.4 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=160391, Max=8519, Min=552, Avg=1989.77, 90=2665, 99=3671, 99.9=5035, 99.99=7331] 
2025-08-18 01:05:04:083 700 sec: 11121779 operations; 16081 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=160815, Max=8407, Min=492, Avg=1983.45, 90=2657, 99=3649, 99.9=4879, 99.99=6083] 
2025-08-18 01:05:14:083 710 sec: 11282926 operations; 16114.7 current ops/sec; est completion in 1 hour 33 minutes [INSERT: Count=161143, Max=8663, Min=476, Avg=1980.66, 90=2653, 99=3657, 99.9=4983, 99.99=7303] 
2025-08-18 01:05:24:083 720 sec: 11443544 operations; 16061.8 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=160616, Max=16479, Min=527, Avg=1987.32, 90=2665, 99=3705, 99.9=5215, 99.99=8047] 
2025-08-18 01:05:34:083 730 sec: 11603437 operations; 15989.3 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=159900, Max=9343, Min=492, Avg=1996.4, 90=2671, 99=3687, 99.9=5199, 99.99=7419] 
2025-08-18 01:05:44:083 740 sec: 11764085 operations; 16064.8 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=160645, Max=12327, Min=531, Avg=1986.84, 90=2663, 99=3667, 99.9=5319, 99.99=8735] 
2025-08-18 01:05:54:083 750 sec: 11924862 operations; 16077.7 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=160776, Max=9119, Min=474, Avg=1985.4, 90=2659, 99=3669, 99.9=5103, 99.99=7495] 
2025-08-18 01:06:04:083 760 sec: 12085081 operations; 16021.9 current ops/sec; est completion in 1 hour 32 minutes [INSERT: Count=160216, Max=14855, Min=513, Avg=1992.2, 90=2657, 99=3649, 99.9=4903, 99.99=7543] 
2025-08-18 01:06:14:083 770 sec: 12245586 operations; 16050.5 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=160510, Max=10743, Min=509, Avg=1987.94, 90=2661, 99=3687, 99.9=5135, 99.99=8447] 
2025-08-18 01:06:24:083 780 sec: 12405974 operations; 16038.8 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=160388, Max=8879, Min=537, Avg=1989.11, 90=2657, 99=3663, 99.9=5147, 99.99=7575] 
2025-08-18 01:06:34:083 790 sec: 12565884 operations; 15991 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=159908, Max=11079, Min=540, Avg=1996.19, 90=2663, 99=3649, 99.9=4815, 99.99=6623] 
2025-08-18 01:06:44:083 800 sec: 12724990 operations; 15910.6 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=159107, Max=11623, Min=477, Avg=2006.09, 90=2675, 99=3695, 99.9=5263, 99.99=7843] 
2025-08-18 01:06:54:083 810 sec: 12885478 operations; 16048.8 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=160487, Max=8767, Min=502, Avg=1988.96, 90=2667, 99=3691, 99.9=5179, 99.99=7755] 
2025-08-18 01:07:04:083 820 sec: 13046851 operations; 16137.3 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=161370, Max=8463, Min=525, Avg=1977.96, 90=2649, 99=3649, 99.9=4915, 99.99=6883] 
2025-08-18 01:07:14:083 830 sec: 13206174 operations; 15932.3 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=159325, Max=9447, Min=433, Avg=2003.43, 90=2679, 99=3699, 99.9=5539, 99.99=7943] 
2025-08-18 01:07:24:083 840 sec: 13364486 operations; 15831.2 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=158310, Max=11071, Min=535, Avg=2015.32, 90=2679, 99=3657, 99.9=4907, 99.99=8951] 
2025-08-18 01:07:34:083 850 sec: 13524635 operations; 16014.9 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=160152, Max=9623, Min=528, Avg=1992.16, 90=2673, 99=3659, 99.9=4879, 99.99=7143] 
2025-08-18 01:07:44:083 860 sec: 13685545 operations; 16091 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=160907, Max=9047, Min=524, Avg=1983.63, 90=2657, 99=3655, 99.9=5291, 99.99=7615] 
2025-08-18 01:07:54:083 870 sec: 13845555 operations; 16001 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=160013, Max=9535, Min=517, Avg=1994.82, 90=2673, 99=3645, 99.9=4947, 99.99=7479] 
2025-08-18 01:08:04:083 880 sec: 14007095 operations; 16154 current ops/sec; est completion in 1 hour 30 minutes [INSERT: Count=161542, Max=9743, Min=505, Avg=1975.96, 90=2647, 99=3629, 99.9=4895, 99.99=6603] 
2025-08-18 01:08:14:083 890 sec: 14166433 operations; 15933.8 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=159336, Max=14639, Min=532, Avg=2003.33, 90=2675, 99=3667, 99.9=5391, 99.99=8495] 
2025-08-18 01:08:24:083 900 sec: 14327568 operations; 16113.5 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=161132, Max=8671, Min=485, Avg=1980.89, 90=2661, 99=3677, 99.9=5319, 99.99=7523] 
2025-08-18 01:08:34:083 910 sec: 14487908 operations; 16034 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=160342, Max=9527, Min=559, Avg=1990.87, 90=2667, 99=3673, 99.9=5187, 99.99=7895] 
2025-08-18 01:08:44:083 920 sec: 14649076 operations; 16116.8 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=161167, Max=8783, Min=486, Avg=1980.47, 90=2659, 99=3659, 99.9=5163, 99.99=7119] 
2025-08-18 01:08:54:083 930 sec: 14810478 operations; 16140.2 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=161401, Max=9167, Min=565, Avg=1977.58, 90=2659, 99=3687, 99.9=5227, 99.99=7599] 
